feature	GSM3995405	GSM3995404	GSM3995402	GSM3995428	GSM3995427	GSM3995426	GSM3995425	GSM3995424	GSM3995423	GSM3995422	GSM3995421	GSM3995417	GSM3995416	GSM3995415	GSM3995414	GSM3995411	GSM3995410	GSM3995408	GSM3995407	GSM3995406	GSM3995403	GSM3995420	GSM3995419	GSM3995418	GSM3995413	GSM3995412	GSM3995409
ANGPTL.EpithelialCells_to_EpithelialCells	-0.0003583804061615158	0.0038223407622874775	-0.04959243813431018	-0.01635883958318694	-0.025353313190978256	0.007672099684460305	-0.013173521272542427	0.0006074151803545477	-0.011164075002603253	-0.0053709173970052804	0.004374991866893997	0.02689475787691245	0.001305578363320031	0.016288578832830813	-0.01777336090929759	-0.0036357551789441694	0.0036966391503350502	-0.010104500940593933	0.007239550022250705	-0.010163042459933344	0.008790488856413379	-0.004479255057964918	-0.014161691184903022	0.025628149268020806	-0.003988785124720592	-0.003979492328032644	-0.0041653015344377325
ANGPTL.EpithelialCells_to_Fibroblasts	-0.019204846649251303	-0.02024274625432575	-0.07055016445860543	-0.02870167376877695	-0.04434615862590361	-0.014358208717136622	-0.03282411150719861	-0.028214110975216297	-0.023803976954105726	-0.024826020596420525	-0.009827298208039964	0.010073217021196769	-0.014388437267452201	0.0007113049346377818	-0.03777152716667417	-0.024641021009387996	-0.015450677395179743	-0.03164438455532547	-0.009278567330430414	-0.030366672280034333	-0.011110140377521987	-0.023941013406424856	-0.03160560020450152	0.007081801252146942	-0.02354478074392942	-0.02353519669421924	-0.02231874502885937
ANGPTL.EpithelialCells_to_ImmuneCells	0.0031907464781524212	-0.004981873146936705	-0.0475267081681771	-0.015056937937880837	-0.031150496108583663	0.00105324653769269	-0.013753271902461528	-0.010270288121422902	-0.0033926393175144395	-0.00805865155897016	-0.0014538096011033402	0.01995068265436252	-0.004757472650800635	0.005122359361205853	-0.014792871765445687	-0.01286420933080844	0.0053650149373304715	-0.008664342270895733	-0.0006707883355734785	-0.013159920561259203	0.0012075169362214247	-0.007934553822059652	-0.015524764740345013	0.02129145195747458	-0.007567305739737768	-0.007551969304037251	-0.00860400284317646
ANGPTL.Fibroblasts_to_EndothelialCells	-0.11853256309128185	-0.12642936872422375	-0.08234375040794256	-0.10198026482240179	-0.13205109291537384	-0.1203731995201901	-0.11737744336040268	-0.11819281739733677	-0.09951032802384417	-0.12486777263723589	-0.09964498706577894	-0.09456999076281335	-0.11021855178998764	-0.10481185753734128	-0.09226282750051763	-0.12252452894251119	-0.11473454001778195	-0.11394872883777894	-0.11231310480093658	-0.13303703368618833	-0.10383198286370007	-0.12003257831205388	-0.12901907807850208	-0.13395345074771095	-0.12059400245555253	-0.12065006220873181	-0.1317483280402529
ANGPTL.Fibroblasts_to_EpithelialCells	-0.13537514512031776	-0.14078166437927586	-0.10055035227401468	-0.12019242934292433	-0.1417649930197211	-0.13589118091481034	-0.13368395387774068	-0.11694072011030579	-0.11695311270392661	-0.14096662355896672	-0.11955657929031042	-0.11026778539732901	-0.12795513660246646	-0.11989177286316971	-0.1146342526598842	-0.1396731489518662	-0.13306512642970506	-0.13443273149091062	-0.12927459860288332	-0.14934506541678766	-0.11758788610409898	-0.1365853403159048	-0.14569767940998665	-0.1487154986116135	-0.13718315241608792	-0.1372356706629421	-0.14673324766132118
ANGPTL.Fibroblasts_to_Fibroblasts	-0.12085868937676376	-0.1299177528587306	-0.08460073972613484	-0.10685509733776914	-0.14002777812146916	-0.12546348843598484	-0.12414430234095974	-0.1228553795347698	-0.0981112158669909	-0.12930463019684857	-0.10318956720624343	-0.09773236024429109	-0.11710314696377681	-0.11240783011457385	-0.08928529909652157	-0.12705850290381437	-0.11960648342957646	-0.11419729733769826	-0.11762026844770038	-0.1373261586335347	-0.10540855282438996	-0.12444977259616775	-0.13344137708091194	-0.13964991075701197	-0.12499644409314997	-0.12505680656905188	-0.1374704467658463
ANGPTL.Fibroblasts_to_ImmuneCells	-0.14071425683088362	-0.14923850606387615	-0.10746117044031879	-0.12727400813538614	-0.15466372686755617	-0.14599339294122404	-0.14280810074781256	-0.12556449600836406	-0.12262918876508394	-0.149908235877638	-0.13314476814714848	-0.11936306493089106	-0.1391609848720982	-0.13250215679216878	-0.11711296820897395	-0.15095788090173787	-0.13853300654357675	-0.1375524198723578	-0.14227478611634425	-0.1590949718157346	-0.12464545893110503	-0.14590935385794818	-0.15356943031335812	-0.1581061402715409	-0.14647797731346754	-0.14653115250627732	-0.15705709451106611
ANGPTL.ImmuneCells_to_EndothelialCells	-0.00312286244462813	-0.0009370458732442528	-0.0003756450216317877	-0.002963860266206793	-0.003868821966442629	-0.003889114305976336	-5.6466148118377424e-05	-0.000817309266836361	-0.002695733881026169	-0.0031103437446988414	-0.002656434764815848	-0.005522195479288834	-0.0026376649522615006	-0.0027779609726448183	-0.001463050454121069	-0.004122727927465627	-0.0031649159790145525	-0.003181671258625093	-0.0030801343728502255	-0.002799228094507907	-0.003012898534422664	-0.003125680955810816	-0.0021932862733968065	-0.00278979366288295	-0.003065304316829866	-0.003065456940590864	-0.002697056767883718
ANGPTL.ImmuneCells_to_EpithelialCells	-0.00312286244462813	-0.0009370458732442528	-0.0003756450216317877	-0.002963860266206793	-0.003868821966442629	-0.003889114305976336	-5.6466148118377424e-05	-0.000817309266836361	-0.002695733881026169	-0.0031103437446988414	-0.002656434764815848	-0.005522195479288834	-0.0026376649522615006	-0.0027779609726448183	-0.001463050454121069	-0.004122727927465627	-0.0031649159790145525	-0.003181671258625093	-0.0030801343728502255	-0.002799228094507907	-0.003012898534422664	-0.003125680955810816	-0.0021932862733968065	-0.00278979366288295	-0.003065304316829866	-0.003065456940590864	-0.002697056767883718
ANGPTL.ImmuneCells_to_Fibroblasts	0.013967378035369155	0.014194611268702938	0.008470756437174601	0.008100301555098086	0.011032142910787723	0.01182747793603505	0.008422650193968878	0.009894291606967604	0.026690555313401695	0.012727043547935586	0.015672703005528348	0.009835167391540979	0.0027891731847047904	0.003274591469876568	0.023999071749619866	0.010046356073588192	0.008911199734409868	0.01052031020345668	0.01174617687524612	0.01210059682771743	0.016964590820409364	0.012459692218351541	0.011350810925478308	0.013279201381504452	0.012269076892460143	0.012280455978641469	0.010626783517919845
ANGPTL.ImmuneCells_to_ImmuneCells	0.0016800392153414844	-0.005664803421155662	-0.012241804318701156	-0.0032348990875920238	-0.023943840093620796	-0.01243192055941572	-0.00872308915168841	-0.02005770700643779	0.014726560042923557	-0.0094771471423597	-0.023030825931010225	-0.011203948924042154	-0.00908613588920931	-0.02935447811861964	0.012515178728609314	-0.01866688440462839	0.004166695707773944	0.006672401929736836	-0.02775124212199746	-0.012334173898347218	-0.01062779972238093	-0.010601074621777567	-0.005709269243265557	-0.004033357939100739	-0.010445603694852963	-0.010434495272342524	-0.013455684050578622
ANNEXIN.EpithelialCells_to_Fibroblasts	-0.00115070176463052	0.005263556965601906	0.016112411824293193	0.0009498181025195256	-0.00046301246163450905	-0.0003297541426645313	4.0879446294446284e-05	0.009108204131061446	-0.01370036472889176	6.50230013002276e-05	-0.008145789879566323	-0.011638246697064944	-0.005612249817904727	0.0027915799026286643	0.002575529323697402	0.00021542943067022263	-0.0024284197687116376	-0.004149179900476099	0.005681633630077455	-0.0025177038327389616	-0.0023079955289515286	-0.0004726527877938202	-0.0010821937764282637	0.0031741421048011097	-0.00045024653935861757	-0.00045643835848436934	0.0008926924163928924
ANNEXIN.EpithelialCells_to_ImmuneCells	0.07044229157157969	0.03781063885608332	0.03336797143883384	0.049806382931938994	0.05363559643360702	0.04970880747101048	0.030112069311690033	0.05467862324823231	0.07781704151661238	0.060827991132736826	0.05336528152274915	0.06565736525793234	0.02131927450647187	0.07470483638809029	0.06956800968807157	0.04406633432094587	0.07542864153481521	0.03945539834915013	0.0624793598437819	0.055702427095605446	0.06204843889688446	0.05750293487864831	0.04247028285078116	0.06068855132837851	0.057360832265400015	0.05738355767641889	0.05991353777757114
