feature	GSM3995405	GSM3995404	GSM3995402	GSM3995428	GSM3995427	GSM3995426	GSM3995425	GSM3995424	GSM3995423	GSM3995422	GSM3995421	GSM3995417	GSM3995416	GSM3995415	GSM3995414	GSM3995411	GSM3995410	GSM3995408	GSM3995407	GSM3995406	GSM3995403	GSM3995420	GSM3995419	GSM3995418	GSM3995413	GSM3995412	GSM3995409
EDN.ImmuneCells_to_EpithelialCells	-0.02900824149124139	-0.031259328812072495	-0.10035875507667837	-0.09124490645833618	-0.057703065173134505	-0.0628811823735599	-0.04564808371937783	-0.04337237890554504	-0.01876507879267777	-0.05333567704297497	-0.07663344053516771	-0.07245236032258845	-0.08259387068665965	-0.04582075125281414	-0.0378413525130764	-0.04933338439266362	-0.023521288550646363	-0.038210763662513934	-0.04603033901589472	-0.03648952030099425	-0.06233422992291517	-0.05234247496727978	-0.06992390120634784	-0.03997174957206608	-0.052814903658009185	-0.05283264470196026	-0.056392542710496596
EDN.ImmuneCells_to_Fibroblasts	-0.05154486081513119	-0.03175942411459715	-0.078708502769216	-0.07702446435795397	-0.04022087352176708	-0.06693386613298333	-0.040412308201781516	-0.07124086363509756	-0.011761365816683687	-0.04890337952136217	-0.07024767522158948	-0.05024159949474812	-0.07443231887003912	-0.045941291773823806	-0.036284461634972766	-0.04423924645020385	-0.021785693836451736	-0.038577292846124496	-0.039303771483304516	-0.0397170422871658	-0.05347689964194332	-0.048808011320486074	-0.05726518222450886	-0.0374790744957603	-0.049198206101641155	-0.0492163374718204	-0.05370907290288246
EGF.EndothelialCells_to_EpithelialCells	-0.13092961509363954	-0.13559172259764665	-0.15788775774929745	-0.10797483269982888	-0.14104920705047946	-0.13492679328057353	-0.13477836199708088	-0.07369275440641977	-0.16584044863080993	-0.14496147710166982	-0.13899251957294778	-0.1165745082479491	-0.1351505238474437	-0.11545461686713067	-0.1266093499619297	-0.14479900064056642	-0.14568144500419739	-0.13012847783105894	-0.1722978973327809	-0.1375580263370084	-0.12056436670933274	-0.14297511055049691	-0.15389635479986616	-0.14526676601434105	-0.14234061770879003	-0.14237596423720542	-0.13263634513925845
EGF.EndothelialCells_to_ImmuneCells	-0.0031228624446267093	-0.0009370458732434321	-0.00037564502162891104	-0.00296386026620563	-0.0038688219664406646	-0.0038891143059748994	-5.6466148117436615e-05	-0.0008173092668378826	-0.0026957338810222995	-0.0031103437446971835	-0.002656434764812247	-0.005522195479287833	-0.00263766495225978	-0.002777960972643599	-0.0014630504541194697	-0.004122727927463938	-0.0031649159790127523	-0.0031816712586233025	-0.0030801343728487406	-0.0027992280945054304	-0.003012898534422082	-0.0031256809558090374	-0.0021932862733950627	-0.002789793662881393	-0.003065304316828199	-0.003065456940589153	-0.002697056767882665
EGF.EpithelialCells_to_EpithelialCells	-0.050985939419868766	-0.05869757002084417	-0.07047972532137262	-0.06235097145712148	-0.05745812277906022	-0.060886140574584226	-0.05141811229908341	-0.027401158545578123	-0.09243749103922819	-0.06375270032376269	-0.06406319019325012	-0.06260211071586104	-0.05270235716937847	-0.06330403252771219	-0.03776706790462789	-0.06099733082400442	-0.06006123158821565	-0.05131534644580325	-0.09823202160693122	-0.05793827333445984	-0.04329317407723707	-0.06374769897128935	-0.07252747398703396	-0.0684675820410954	-0.06311467806643854	-0.06314463828539875	-0.05798899212306406
EGF.EpithelialCells_to_ImmuneCells	0.06997599690433216	0.041963705554125194	0.09330755645778702	0.024212851728938924	0.06244247363548355	0.04210185233035927	0.06488093275370509	0.034905477819306766	0.04801431791142194	0.06054041632215545	0.06568196837055647	0.032981895993649236	0.06519832060127002	0.020199246667734136	0.08562299825287131	0.06509829693857351	0.05635691089324333	0.09369010265284101	0.043970557381166356	0.0586291493937693	0.06650939722971128	0.05904793252262808	0.05907867540466877	0.05339217526103043	0.05922736383070699	0.05924454125811959	0.05804677096570524
EGF.Fibroblasts_to_EpithelialCells	-0.11195971273358	-0.1133751876950821	-0.12602050855944932	-0.08559670919546482	-0.12005848952483791	-0.11300610135379799	-0.11806331376214255	-0.06671638109378275	-0.15411346442359297	-0.12518889801266744	-0.11819248379204478	-0.11157966336162432	-0.11972236694730727	-0.10165887145804732	-0.10787663390883442	-0.12814072529024034	-0.13174758475046075	-0.12045547321464775	-0.15003756335054697	-0.1212529706442338	-0.10343225124143875	-0.1242686863786612	-0.12923082939849462	-0.12751016019335312	-0.12360833898543588	-0.12364512481548927	-0.11464432557558785
EGF.Fibroblasts_to_ImmuneCells	-0.0031228624446267093	-0.0009370458732434321	-0.00037564502162891104	-0.00296386026620563	-0.0038688219664406646	-0.0038891143059748994	-5.6466148117436615e-05	-0.0008173092668378826	-0.0026957338810222995	-0.0031103437446971835	-0.002656434764812247	-0.005522195479287833	-0.00263766495225978	-0.002777960972643599	-0.0014630504541194697	-0.004122727927463938	-0.0031649159790127523	-0.0031816712586233025	-0.0030801343728487406	-0.0027992280945054304	-0.003012898534422082	-0.0031256809558090374	-0.0021932862733950627	-0.002789793662881393	-0.003065304316828199	-0.003065456940589153	-0.002697056767882665
EGF.ImmuneCells_to_EpithelialCells	-0.10422687501323454	-0.15574406565708218	-0.10990531486477183	-0.1451838362822403	-0.10460747136797774	-0.10934519735019417	-0.12084107284733228	-0.05664248489936711	-0.1368633372133887	-0.1164488004753305	-0.0924903111279291	-0.09718114966781906	-0.10461112210433529	-0.10625285944168432	-0.12637807250229793	-0.1264639073127342	-0.10555758097192301	-0.09682391257480395	-0.1127510610740045	-0.10672029366272226	-0.10726897509309043	-0.11812800371120853	-0.13236890552566377	-0.10058585192905597	-0.11757269781195687	-0.11760099682948852	-0.11412682099320279
EGF.ImmuneCells_to_ImmuneCells	-0.11572513834874656	-0.15477676785342606	-0.10048063188409248	-0.1413247053924588	-0.12145656603795317	-0.129299911089354	-0.12562331483800285	-0.1067170777714291	-0.11277643213837231	-0.13043538681030079	-0.13600863991784046	-0.12700802508070771	-0.11553720067090521	-0.1220871323928092	-0.11769544538169444	-0.12908654491406873	-0.11865455698358425	-0.10469092046774948	-0.12950873101719737	-0.12723288213025605	-0.1110113293866653	-0.1292553270367555	-0.13377607846210443	-0.1218465263207377	-0.12931917861815795	-0.12932872295375247	-0.13035668707764844
EPHA.EndothelialCells_to_EndothelialCells	-0.0031228624446267093	-0.0009370458732434321	-0.00037564502162891104	-0.00296386026620563	-0.0038688219664406646	-0.0038891143059748994	-5.6466148117436615e-05	-0.0008173092668378826	-0.0026957338810222995	-0.0031103437446971835	-0.002656434764812247	-0.005522195479287833	-0.00263766495225978	-0.002777960972643599	-0.0014630504541194697	-0.004122727927463938	-0.0031649159790127523	-0.0031816712586233025	-0.0030801343728487406	-0.0027992280945054304	-0.003012898534422082	-0.0031256809558090374	-0.0021932862733950627	-0.002789793662881393	-0.003065304316828199	-0.003065456940589153	-0.002697056767882665
EPHA.EndothelialCells_to_EpithelialCells	-0.0419517977135619	-0.038305992514431696	-0.06737470517907651	-0.039890401675924565	-0.06031920959102675	-0.03859436050736809	-0.043421333736456666	-0.05163395323708093	-0.0631819730640134	-0.04692688928360522	-0.05873479640488404	-0.04905933303815665	-0.04398937248103858	-0.02698322165693571	-0.03930360616582938	-0.042616449311378334	-0.053334466027440006	-0.02979803984006933	-0.06634956729338296	-0.038436774331075056	-0.05237890485679617	-0.048274454783844865	-0.05529550233707828	-0.036651222915887446	-0.048137063282020616	-0.04815856449598669	-0.05148877624899546
EPHA.EndothelialCells_to_Fibroblasts	0.02828346986975536	0.017823514479923842	0.018278546287796307	0.02068855945550762	0.01907385763689497	0.021546666209202658	0.027077427707235143	0.005073533821083348	0.040267382970814974	0.02442437040290845	0.030522540124884028	0.02980619926153728	0.024538057892105315	0.020023739001456636	0.029469011423530967	0.018932524627526637	0.024220675734571626	0.03408785909118617	0.010793531894805726	0.024689851471974607	0.026788113038524627	0.024234086558246472	0.023497693776676525	0.019528333883016318	0.024157895490772678	0.02417507234392235	0.022205907925147372
EPHA.EndothelialCells_to_ImmuneCells	0.0621395598358262	0.044359445282673625	0.05060241589098767	0.05953395866577939	0.06536892299575142	0.06037419110616159	0.0649890220342246	0.026221904284207717	0.02093992306351883	0.055419551071354926	0.06882072722042198	0.0531043517556619	-0.0019161518670529226	0.06931624949839274	0.043185681333000075	0.058449384099912724	0.05431191363326312	0.040629499541246	0.05283728202289948	0.05976960661382458	0.05158501568478443	0.055248015073734565	0.047470958532542185	0.044685333572663605	0.055911530754060586	0.0558833106125451	0.06203507905540015
EPHA.EpithelialCells_to_EndothelialCells	0.07858032942754256	0.09283185369711569	0.06554944893723363	0.08942405997955417	0.07936074144433723	0.09227093611459221	0.09047569209074662	0.05690536972262478	0.09233417366862431	0.08679062517175484	0.08712012221561323	0.0701847855280367	0.06393965021533722	0.09484465860705459	0.05864975338974953	0.08755065307317933	0.06878563982839246	0.08248723998611403	0.09695790927112186	0.07748660300910587	0.08502883744760081	0.08630237965530656	0.0869186998317461	0.08580423195724812	0.08618151480258074	0.0861779845791423	0.08263427819963262
EPHA.EpithelialCells_to_EpithelialCells	0.017151096015265356	0.03146357248823569	-0.017082227224008924	0.02964185306485048	0.0017556068300591606	0.03238724316369026	0.024998048990434146	-0.00714215542919859	0.011986064050116776	0.019448917505517246	0.011125008737115777	0.004500461075722268	0.007032783221267034	0.04138096748021849	0.0041856812051736456	0.024942356144813688	0.0025070944464702003	0.03169705303692371	0.010080041181794215	0.020221447368718046	0.014779759109139395	0.018164505417658645	0.014438521787164805	0.025917224745114542	0.018245715468089674	0.01822615185559896	0.014280170354736834
EPHA.EpithelialCells_to_Fibroblasts	0.08520673732123374	0.09049860743214508	0.06773943554249602	0.09059594578045055	0.08120502766888825	0.09358499732205229	0.093463360804835	0.05298027913967075	0.10462816950466909	0.0902003965364902	0.09414417047989224	0.07977705752627161	0.07074976064935339	0.09458255127089919	0.06766507296719082	0.08801316892687305	0.0748648166927288	0.09201342144376427	0.0903461244984494	0.08215976434259177	0.08982195353048149	0.08967168999792859	0.08925275941286992	0.08610288214412744	0.08950433560220618	0.08950969439536725	0.08519644110546531
EPHA.EpithelialCells_to_ImmuneCells	0.12156919641075531	0.11527424119933889	0.09864581304316748	0.13035692005042457	0.12587092851830875	0.13365495604297073	0.13446585574059983	0.07448695899430494	0.0818021341798165	0.12239841709532663	0.13643234826652378	0.10579087706659585	0.04646202640327663	0.14345750897623805	0.08806725456373175	0.12728475003823295	0.10646384047725795	0.1030093001439297	0.12930483188921746	0.11959436774789674	0.11738752524065371	0.12161955025078817	0.11375631786113706	0.11024255610107458	0.12224716292111565	0.12221262794404153	0.12631622734020825
EPHA.Fibroblasts_to_EndothelialCells	-0.0031228624446267093	-0.0009370458732434321	-0.00037564502162891104	-0.00296386026620563	-0.0038688219664406646	-0.0038891143059748994	-5.6466148117436615e-05	-0.0008173092668378826	-0.0026957338810222995	-0.0031103437446971835	-0.002656434764812247	-0.005522195479287833	-0.00263766495225978	-0.002777960972643599	-0.0014630504541194697	-0.004122727927463938	-0.0031649159790127523	-0.0031816712586233025	-0.0030801343728487406	-0.0027992280945054304	-0.003012898534422082	-0.0031256809558090374	-0.0021932862733950627	-0.002789793662881393	-0.003065304316828199	-0.003065456940589153	-0.002697056767882665
EPHA.Fibroblasts_to_EpithelialCells	-0.05294198449091826	-0.04952403888033326	-0.08084617991711349	-0.052547697230280445	-0.07374199090058176	-0.05020928432431628	-0.055446984264023204	-0.06177458541079941	-0.07471944282707525	-0.05922899358463363	-0.07268095646502208	-0.058777072131996434	-0.05569617085272434	-0.035479293627833995	-0.0506170212533917	-0.053933843647482216	-0.06548437102392853	-0.039317281320079174	-0.07824127174267265	-0.049375834047661896	-0.06312843499044017	-0.06036179949251128	-0.06760843789867105	-0.04908265820966607	-0.06021536001786902	-0.06023910728036141	-0.063728581925379
EPHA.Fibroblasts_to_Fibroblasts	0.02828346986975536	0.017823514479923842	0.018278546287796307	0.02068855945550762	0.01907385763689497	0.021546666209202658	0.027077427707235143	0.005073533821083348	0.040267382970814974	0.02442437040290845	0.030522540124884028	0.02980619926153728	0.024538057892105315	0.020023739001456636	0.029469011423530967	0.018932524627526637	0.024220675734571626	0.03408785909118617	0.010793531894805726	0.024689851471974607	0.026788113038524627	0.024234086558246472	0.023497693776676525	0.019528333883016318	0.024157895490772678	0.02417507234392235	0.022205907925147372
EPHA.Fibroblasts_to_ImmuneCells	0.0621395598358262	0.044359445282673625	0.05060241589098767	0.05953395866577939	0.06536892299575142	0.06037419110616159	0.0649890220342246	0.026221904284207717	0.02093992306351883	0.055419551071354926	0.06882072722042198	0.0531043517556619	-0.0019161518670529226	0.06931624949839274	0.043185681333000075	0.058449384099912724	0.05431191363326312	0.040629499541246	0.05283728202289948	0.05976960661382458	0.05158501568478443	0.055248015073734565	0.047470958532542185	0.044685333572663605	0.055911530754060586	0.0558833106125451	0.06203507905540015
EPHA.ImmuneCells_to_EndothelialCells	0.011156590718890656	0.04446367214232055	0.00750570473188486	0.0395670391952541	0.026621004675592457	0.02650824476690332	0.012033236621159432	-0.022373960555692584	0.016103414090361652	0.025872943514749724	0.03199575214180677	0.0020973030575400834	0.004888004719090077	0.031512679224295105	0.012736937453744502	0.023960606315264445	0.016604432252754292	0.011064376550672883	0.03243264954848637	0.017478548014234013	0.025556930845356537	0.02302772205078115	0.02707522757691414	0.050580013099783945	0.02307195055126563	0.023073664712794727	0.01859847505520852
EPHA.ImmuneCells_to_EpithelialCells	-0.008296934009863345	0.026114408137211078	-0.01745142555616575	0.02169419949361084	0.0030049795899011766	0.009446792097178771	-0.006236142272367442	-0.03716263549740394	-0.008563005395357681	0.005936040476999549	0.006574015297676091	-0.018923183005976778	-0.012508688182324408	0.017552807523631187	-0.004417935218274785	0.006193628050822742	-0.0036380738962053668	-0.002609077878430045	0.006233839145065322	0.0014423500645927671	0.004726644527333754	0.002786348096054328	0.004730245662966268	0.03064156168702857	0.0028790489029645915	0.0028744800608230237	-0.001798527533103314
EPHA.ImmuneCells_to_Fibroblasts	0.015601144454447465	0.04605854699213947	0.010435968594797937	0.04202040827595689	0.02950922427304354	0.029513601917794036	0.015949745340397635	-0.021640290207738378	0.023379210531556435	0.029500023332794067	0.03666808219623142	0.007086086195842244	0.009631459663812424	0.0340175086132843	0.017549612016226734	0.026699382280242837	0.020920756123061757	0.017358907389656893	0.033028171264274875	0.02142096411958596	0.02931270092393215	0.026682708700826268	0.030241900358442035	0.052877138738418684	0.026703718771462253	0.0267083526110076	0.021930565494548502
EPHA.ImmuneCells_to_ImmuneCells	0.004217976908523446	0.03789585016447855	-0.002186683791447686	0.04069266196982648	0.02689831499285827	0.02390242180829122	0.009484187255045738	-0.020907816105348663	-0.010866737813438268	0.019912777955060103	0.031322721882487234	-0.007505331564273069	-0.01693470878316632	0.031229152627018912	0.0007276745006878412	0.020650523567122374	0.00989465634118971	-0.0032616141360194066	0.02800033065940494	0.013481528899697455	0.019057669285396876	0.01679316074278572	0.017652931882214763	0.04534277686954442	0.017151467978141512	0.017141143156947376	0.0172502163807667
EPHB.EndothelialCells_to_EpithelialCells	-0.07251673455847886	-0.05174659733267089	-0.09541344443760777	-0.04199699555121782	-0.07295225008061453	-0.06403784895698285	-0.05863338499008613	-0.1274299906236621	-0.056674302294233904	-0.0650032798616344	-0.057954262929157764	-0.0629545515363778	-0.06590337457176926	-0.057793071722111185	-0.0643158044971863	-0.06717809167186663	-0.05783662797859697	-0.06670867893572173	-0.07296883032240718	-0.06752788616422663	-0.07145364158030651	-0.06722689407224938	-0.0539862016185416	-0.04831394423899853	-0.06710146562051778	-0.06709007557513634	-0.06850667339042148
EPHB.EndothelialCells_to_ImmuneCells	-0.08392826970888871	-0.07746606745343088	-0.10267414637690965	-0.0750704367587053	-0.08808183412004128	-0.09401183301404215	-0.07976828537532896	-0.06919900031263526	-0.07565084759988376	-0.09057108626878162	-0.07713984400892483	-0.09683566276612209	-0.07772637980654826	-0.0891746023271922	-0.09142350409960716	-0.09175990680154797	-0.0816452995858893	-0.08746422457804087	-0.09531768811051805	-0.08139156219255103	-0.09069326427144862	-0.08968189168387078	-0.08868648891627229	-0.08224985772716112	-0.0899308626178707	-0.08992058650714926	-0.09419184915326752
EPHB.EpithelialCells_to_EpithelialCells	-0.010035637200030886	-0.0003126077892353052	-0.02697539990526646	0.01957175691169197	-0.007114188711738999	0.004779490626061401	0.008875393468317514	-0.08984217150155484	-0.012072990311215096	0.0023729641335845254	0.0007482800615550765	-0.004867624351413104	0.000470872647481273	0.008219110289862115	0.0022980791435983704	-0.0007235806938188146	0.0029759105308049603	0.0008330096466076608	-0.008352646901663282	-0.007524775309407131	-0.0057321641111300345	-0.0013314681276936544	0.010738165824476474	0.016898529112738977	-0.0012215392051252352	-0.0012131562832238961	-0.0023371236869168645
EPHB.EpithelialCells_to_ImmuneCells	0.032637390060540075	0.02233659404695831	0.02677239538188157	0.04453960630702881	0.038716527828049054	0.0380678714806992	0.04942882030991243	-0.006501557554448615	0.009820804928662651	0.03860344631084084	0.03558741342200445	0.016075176603157538	0.051886384405048114	0.038059334428581656	0.037551083064052984	0.03478657251622893	0.035971833061167614	0.04001504287354207	0.027599449288450408	0.033200344950109505	0.03358834361104615	0.03635241948588082	0.03549433333819134	0.04466769222289631	0.036126663419259755	0.03612554684958107	0.03199157104728094
FGF.EndothelialCells_to_EndothelialCells	-0.003133568328094838	-0.0009474424330693786	-0.0003949561048974467	-0.0029731203649673624	-0.003879841906562992	-0.003899142270777753	-6.137259031212613e-05	-0.0008204396013332835	-0.002714044400847198	-0.0031212346945917926	-0.002673502481288388	-0.005532739530762903	-0.002646850837827958	-0.002789769099158782	-0.0014749301891052264	-0.004133563550259605	-0.0031753909338793737	-0.003192341292517615	-0.003090946622012569	-0.0028079775931051684	-0.003021589982058988	-0.0031371159620450103	-0.002203824203206892	-0.0028010886787030774	-0.003076479392296304	-0.003076636320357588	-0.00270651593682421
FGF.EndothelialCells_to_EpithelialCells	-0.139046310922647	-0.1473319080746259	-0.15020562048734645	-0.17147474413251784	-0.15892884711002175	-0.14261186609679793	-0.1409648459443354	-0.10742003887594556	-0.14435128377658768	-0.14843163139871388	-0.15658300469647513	-0.15043240962601043	-0.12459644643802735	-0.1448778113609897	-0.13672283027975024	-0.14053189984608563	-0.1478038479519685	-0.12434730094122833	-0.13547023353872245	-0.15285727044348119	-0.13586613887638566	-0.1493735558247223	-0.14074471163109342	-0.1433665338194226	-0.14916753549752138	-0.1492155932837824	-0.14618537859471817
FGF.EndothelialCells_to_Fibroblasts	-0.028638297590669055	-0.03630184719770563	0.001291574255431664	-0.0248236530863483	-0.037002432562559584	-0.03300199572888771	-0.03789509560702071	-0.028955339615914785	-0.05145435784503135	-0.03635501755480746	-0.027571867091390406	-0.032331341286899	-0.05547414981368567	-0.02470661372747738	-0.04338592140167462	-0.03693085537725883	-0.043065431882613976	-0.02828147544025531	-0.030788049268111312	-0.04321639557269327	-0.024445628274730916	-0.035488260069935065	-0.017744783606909176	-0.044151738060614634	-0.03551779070348321	-0.03551050404654125	-0.03898078105189917
FGF.EpithelialCells_to_EndothelialCells	-0.0966545085544673	-0.09524690812841996	-0.09974457024939822	-0.09022343717155872	-0.07279772207036617	-0.08214252983728754	-0.07432322099341251	-0.05091605344377387	-0.0823183078359229	-0.08348078406272061	-0.07632092804362821	-0.052539346915224557	-0.056110062084152486	-0.08826068530022922	-0.08855968431874678	-0.07976370388133325	-0.08879422330311304	-0.09881308707328794	-0.08737446981861917	-0.07596926583261719	-0.07870888878328769	-0.08455374890551663	-0.08100309628833163	-0.08187187567882527	-0.08467241986704889	-0.08464296550377748	-0.07794277102380741
FGF.EpithelialCells_to_EpithelialCells	-0.16561612610391513	-0.17375537607660166	-0.17616064104907614	-0.18616568397648733	-0.1692887218923162	-0.15911159664329205	-0.15547703980574423	-0.1143383909069043	-0.16172910542822344	-0.16524557326673572	-0.16738521578490867	-0.14926689555041395	-0.12892038942136622	-0.16438110936116054	-0.15942066254536535	-0.15589458195481623	-0.16859548531796692	-0.15344728553213055	-0.15663353022162768	-0.16502791905869266	-0.15279485880674917	-0.16668938378839018	-0.15739896266476913	-0.16224476359964152	-0.16656918404826923	-0.16659890424932505	-0.1602394976427382
FGF.EpithelialCells_to_Fibroblasts	-0.11609944711938847	-0.12273703908533358	-0.09951550564450422	-0.10881895650581282	-0.0973607693247872	-0.10418883726034073	-0.10385873450297733	-0.0701538827884247	-0.11840791834527992	-0.10876104787263577	-0.09427309228445097	-0.07239551642852711	-0.09675756193802369	-0.10594509097356677	-0.12053104852840389	-0.10466699931542425	-0.12009346713830225	-0.11849432934260645	-0.10875441019547685	-0.10612348016104052	-0.09579724569449553	-0.10925613347396143	-0.09393472937083702	-0.11237875266444446	-0.10946042473228493	-0.10942533708884405	-0.10548830982933131
FGF.Fibroblasts_to_EndothelialCells	-0.06617215349512377	-0.09566169202867368	-0.051810910262446976	-0.030364430466477306	-0.04157471773862924	-0.04914886663586367	-0.042446555150502815	-0.07313390271473544	-0.044097816432124876	-0.051621500799876645	-0.045962303538867315	-0.0420633111581115	-0.039580874697739826	-0.03519082130731524	-0.06134233079239126	-0.05245671043586972	-0.041132432238694866	-0.052730885465468634	-0.05882154463607633	-0.04750073944403548	-0.052470367415646965	-0.0522466424804072	-0.047328212486776065	-0.06203169812517704	-0.0520920856465712	-0.05209906024354548	-0.039494763364621356
FGF.Fibroblasts_to_EpithelialCells	-0.1482877581303389	-0.16841349354629356	-0.15432660510171894	-0.16124747720809932	-0.1542205246527447	-0.142519599239315	-0.14090230196309425	-0.12335386470700802	-0.14127643587334693	-0.14856789724400588	-0.1556695082020995	-0.13936967344113005	-0.12115520538589351	-0.13500619688330417	-0.14689731329049596	-0.14191788204611355	-0.14532713882421242	-0.13170629251388186	-0.14086887208480617	-0.1506490528086294	-0.13690805745247264	-0.15012353741230097	-0.13969111386466695	-0.1493781205368979	-0.1498613739585764	-0.14990302926321553	-0.1413433602210187
FGF.Fibroblasts_to_Fibroblasts	-0.0863242715162554	-0.12011907816364435	-0.05360290076184816	-0.0501340879174543	-0.07027493932043857	-0.074332644069838	-0.0762517694566335	-0.08706315781472704	-0.08309115355048441	-0.07985736989012347	-0.07030621323653578	-0.059609937426349374	-0.0860907730675157	-0.05335004285395291	-0.09988884143196007	-0.08177171718355594	-0.07738506577058415	-0.07693327207980398	-0.08349383941020425	-0.0815766887580788	-0.0697081457999862	-0.07995779122731336	-0.06227893253493068	-0.09439564857607324	-0.07986054368112218	-0.0798604476500194	-0.07124875847164022
FGF.ImmuneCells_to_EndothelialCells	-0.0031353210412577996	-0.0009491445109937996	-0.00039811763211734954	-0.0029746363808510123	-0.003881646033725821	-0.003900783995914974	-6.217585196146061e-05	-0.0008209520841441004	-0.002717042113812547	-0.003123017706075066	-0.0026762967278935322	-0.005534465742994987	-0.002648354704725721	-0.00279170226778731	-0.0014768750847222313	-0.004135337501089029	-0.003177105840282357	-0.003194088136382089	-0.0030927167490293205	-0.002809410016151923	-0.003023012900672054	-0.003138988044071848	-0.002205549422226398	-0.002802937843004198	-0.0030783089197290825	-0.0030784665524716186	-0.0027080645443505334
FGF.ImmuneCells_to_EpithelialCells	-0.13873368659724503	-0.1481764161348406	-0.14856699466316584	-0.17032045860420336	-0.15810049232773637	-0.14124945502436578	-0.13975040002525524	-0.10643510840331287	-0.1432387311791113	-0.1470683234490726	-0.15460002396144154	-0.14664963797903913	-0.12295826498598654	-0.1432749755032409	-0.13600954442607238	-0.13901823775028088	-0.1476191911781296	-0.12248124495258025	-0.13352074560049984	-0.1516593167711068	-0.13434758031706026	-0.14807129653298684	-0.13892808306332033	-0.1431406540313226	-0.14786435895811573	-0.14791254189542205	-0.1444443354278957
FGF.ImmuneCells_to_Fibroblasts	-0.027974898155704444	-0.03627978188460129	0.0019277439903962116	-0.025047900068736494	-0.03683007413136716	-0.03266861858407656	-0.03769467951887493	-0.027536554069554874	-0.0510857976859391	-0.03621842096781303	-0.027264539101547677	-0.032233689084962054	-0.05589050999513581	-0.025118863438589364	-0.043737983024511914	-0.036842092677905336	-0.043290877324873786	-0.02774928047599795	-0.030579879330041214	-0.043118289678102356	-0.024498798611231772	-0.03530818973549865	-0.01766359477144133	-0.043874170203663604	-0.03535989720638957	-0.03535226455022491	-0.03903330287519584
FN1.EndothelialCells_to_EndothelialCells	-0.0031228624446267093	-0.0009370458732434321	-0.00037564502162891104	-0.00296386026620563	-0.0038688219664406646	-0.0038891143059748994	-5.6466148117436615e-05	-0.0008173092668378826	-0.0026957338810222995	-0.0031103437446971835	-0.002656434764812247	-0.005522195479287833	-0.00263766495225978	-0.002777960972643599	-0.0014630504541194697	-0.004122727927463938	-0.0031649159790127523	-0.0031816712586233025	-0.0030801343728487406	-0.0027992280945054304	-0.003012898534422082	-0.0031256809558090374	-0.0021932862733950627	-0.002789793662881393	-0.003065304316828199	-0.003065456940589153	-0.002697056767882665
FN1.EndothelialCells_to_EpithelialCells	0.07007805134921481	0.07684434222980145	0.05941989910684236	0.04921251578964835	0.07675379619009909	0.0807185229949544	0.0765858570660836	0.031897866084489	0.05805116456125092	0.07516732100446218	0.06390729485355129	0.07810482257445665	0.06958191103888688	0.08482708557829155	0.09075321552927748	0.08087434789386184	0.07123883815551113	0.0895105084260826	0.06558238010573124	0.0705261041660642	0.08081103746317317	0.07625284204009268	0.07341905176767258	0.07408611054560367	0.076158947562413	0.07617422047795308	0.07395380243225198
FN1.EndothelialCells_to_Fibroblasts	0.018255178041321617	0.01854001241190461	0.01925586180096344	0.015657812091986183	0.015497074644863744	0.015184332307621517	0.011276476117498432	0.019108329390400074	0.026228648549090287	0.01720780287185267	0.017820055116361328	0.013432674173462977	0.005000703801972943	0.006251398783414764	0.027452345875685947	0.016025532786602743	0.014757375276096356	0.013625345891194912	0.012130283201471428	0.015959299837199157	0.020784586125505728	0.016787178313876626	0.015095029965491905	0.019845321628880908	0.016601331559499853	0.016611892079505197	0.01466663248689307
FN1.EndothelialCells_to_ImmuneCells	0.029087469658083048	0.03216406731500546	0.03614024037081314	0.007212144691790057	0.027725216234711646	0.03536043405133306	0.023885804111390484	-0.00033793702181155686	0.028834445893859383	0.03356257885867083	0.04317777977259484	0.03064774437049784	0.016516860650673055	0.03270358271190497	0.043757391466806	0.03882363552540601	0.04642036813424747	0.011485296504076486	0.04567324654799553	0.03257361777975818	0.02519096182682648	0.032736321307621656	0.028132569982897565	0.04115912814534624	0.03272040201058167	0.032700991178098646	0.028933255221506783
FN1.EpithelialCells_to_EndothelialCells	-0.0031228624446267093	-0.0009370458732434321	-0.00037564502162891104	-0.00296386026620563	-0.0038688219664406646	-0.0038891143059748994	-5.6466148117436615e-05	-0.0008173092668378826	-0.0026957338810222995	-0.0031103437446971835	-0.002656434764812247	-0.005522195479287833	-0.00263766495225978	-0.002777960972643599	-0.0014630504541194697	-0.004122727927463938	-0.0031649159790127523	-0.0031816712586233025	-0.0030801343728487406	-0.0027992280945054304	-0.003012898534422082	-0.0031256809558090374	-0.0021932862733950627	-0.002789793662881393	-0.003065304316828199	-0.003065456940589153	-0.002697056767882665
FN1.EpithelialCells_to_EpithelialCells	0.07007805134921481	0.07684434222980145	0.05941989910684236	0.04921251578964835	0.07675379619009909	0.0807185229949544	0.0765858570660836	0.031897866084489	0.05805116456125092	0.07516732100446218	0.06390729485355129	0.07810482257445665	0.06958191103888688	0.08482708557829155	0.09075321552927748	0.08087434789386184	0.07123883815551113	0.0895105084260826	0.06558238010573124	0.0705261041660642	0.08081103746317317	0.07625284204009268	0.07341905176767258	0.07408611054560367	0.076158947562413	0.07617422047795308	0.07395380243225198
